,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_max_iter,param_penalty,param_solver,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
58,0.0011445681254069011,0.00018423625899222524,0.00047771135965983075,0.00026328193766601236,0.00026366508987303583,1000,l2,sag,"{'C': 0.00026366508987303583, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'sag'}",0.703125,0.7007874015748031,0.7007874015748031,0.7015666010498688,0.0011019544654318027,433
59,0.001077890396118164,0.0001145463365225607,0.0002715587615966797,2.0509541671377722e-06,0.00026366508987303583,1000,l2,saga,"{'C': 0.00026366508987303583, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'saga'}",0.703125,0.7007874015748031,0.7007874015748031,0.7015666010498688,0.0011019544654318027,433
60,0.00025534629821777344,0.00017871790532627833,0.0,0.0,0.00026366508987303583,2500,l1,lbfgs,"{'C': 0.00026366508987303583, 'max_iter': 2500, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,,,561
61,0.00042565663655598957,4.2696382454922e-05,0.0,0.0,0.00026366508987303583,2500,l1,newton-cg,"{'C': 0.00026366508987303583, 'max_iter': 2500, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,,,561
62,0.001916805903116862,0.00018128220938189982,0.001018524169921875,0.00013592131463727853,0.00026366508987303583,2500,l1,liblinear,"{'C': 0.00026366508987303583, 'max_iter': 2500, 'penalty': 'l1', 'solver': 'liblinear'}",0.296875,0.2992125984251969,0.2992125984251969,0.29843339895013127,0.0011019544654318027,537
63,0.0004018147786458333,2.745393360435984e-05,0.0,0.0,0.00026366508987303583,2500,l1,sag,"{'C': 0.00026366508987303583, 'max_iter': 2500, 'penalty': 'l1', 'solver': 'sag'}",,,,,,561
64,0.0007567405700683594,7.834822915390947e-05,0.00028387705485026043,2.8403737922252754e-05,0.00026366508987303583,2500,l1,saga,"{'C': 0.00026366508987303583, 'max_iter': 2500, 'penalty': 'l1', 'solver': 'saga'}",0.703125,0.7007874015748031,0.7007874015748031,0.7015666010498688,0.0011019544654318027,433
65,0.0015953381856282551,0.00011830260597643465,0.0003037452697753906,1.720032114131067e-05,0.00026366508987303583,2500,l2,lbfgs,"{'C': 0.00026366508987303583, 'max_iter': 2500, 'penalty': 'l2', 'solver': 'lbfgs'}",0.703125,0.7007874015748031,0.7007874015748031,0.7015666010498688,0.0011019544654318027,433
66,0.00223541259765625,0.00010479267292370375,0.00033736228942871094,3.4558908053903416e-05,0.00026366508987303583,2500,l2,newton-cg,"{'C': 0.00026366508987303583, 'max_iter': 2500, 'penalty': 'l2', 'solver': 'newton-cg'}",0.703125,0.7007874015748031,0.7007874015748031,0.7015666010498688,0.0011019544654318027,433
67,0.0006349086761474609,5.000466182729163e-05,0.0002647240956624349,7.69451614536262e-06,0.00026366508987303583,2500,l2,liblinear,"{'C': 0.00026366508987303583, 'max_iter': 2500, 'penalty': 'l2', 'solver': 'liblinear'}",0.828125,0.8267716535433071,0.8188976377952756,0.8245980971128608,0.004068522580457976,101
68,0.001062313715616862,0.00010294683689521597,0.0007869402567545573,0.0007102143408810359,0.00026366508987303583,2500,l2,sag,"{'C': 0.00026366508987303583, 'max_iter': 2500, 'penalty': 'l2', 'solver': 'sag'}",0.703125,0.7007874015748031,0.7007874015748031,0.7015666010498688,0.0011019544654318027,433
69,0.0014294783274332683,0.0005569057340413426,0.000301361083984375,3.4436425544387976e-05,0.00026366508987303583,2500,l2,saga,"{'C': 0.00026366508987303583, 'max_iter': 2500, 'penalty': 'l2', 'solver': 'saga'}",0.703125,0.7007874015748031,0.7007874015748031,0.7015666010498688,0.0011019544654318027,433
