,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_features,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
137,0.0010740280151367188,0.0006629838184034878,0.0004403114318847656,0.00025434037201951717,sqrt,7,19,"{'max_features': 'sqrt', 'min_samples_leaf': 7, 'min_samples_split': 19}",0.8051948051948052,0.7662337662337663,0.7894736842105263,0.8157894736842105,0.7763157894736842,0.7906015037593985,0.01814683728600587,20
138,0.0004235744476318359,2.5204621684154925e-05,0.0002446174621582031,4.383272245132979e-06,sqrt,7,20,"{'max_features': 'sqrt', 'min_samples_leaf': 7, 'min_samples_split': 20}",0.8311688311688312,0.7662337662337663,0.8157894736842105,0.8421052631578947,0.7631578947368421,0.803691045796309,0.03293337780694942,6
139,0.0004161357879638672,1.304182317209002e-05,0.00023794174194335938,2.1002498193307153e-06,sqrt,7,30,"{'max_features': 'sqrt', 'min_samples_leaf': 7, 'min_samples_split': 30}",0.8181818181818182,0.8311688311688312,0.8421052631578947,0.8026315789473685,0.7631578947368421,0.811449077238551,0.02750922323268934,2
140,0.0009779930114746094,0.0007837355209173514,0.0004786014556884766,0.00029584837239551913,sqrt,8,2,"{'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 2}",0.8051948051948052,0.8181818181818182,0.7105263157894737,0.7894736842105263,0.6973684210526315,0.764149008885851,0.050161102822026064,118
141,0.0008994102478027344,0.0005120857809447246,0.0005449771881103516,0.00033321131550819366,sqrt,8,3,"{'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 3}",0.8181818181818182,0.8051948051948052,0.6447368421052632,0.7236842105263158,0.75,0.7483595352016406,0.0623772785762465,213
142,0.000679779052734375,0.0004299116959439168,0.0002925872802734375,4.6901340258275843e-05,sqrt,8,4,"{'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 4}",0.7792207792207793,0.7922077922077922,0.6842105263157895,0.6973684210526315,0.7763157894736842,0.7458646616541353,0.04547681886612909,237
143,0.0006618022918701172,0.00041586311683008764,0.0009692192077636718,0.001346892821865678,sqrt,8,5,"{'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 5}",0.5324675324675324,0.6363636363636364,0.7105263157894737,0.6973684210526315,0.7631578947368421,0.6679767600820232,0.07886180720678583,477
144,0.0012501716613769532,0.00037659376756824604,0.0012369632720947265,0.0010796434054640882,sqrt,8,6,"{'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 6}",0.7792207792207793,0.7922077922077922,0.8026315789473685,0.8026315789473685,0.8026315789473685,0.7958646616541355,0.009249486748607726,12
145,0.0006188392639160156,0.0003200764087764901,0.00029087066650390625,3.8257676661856684e-05,sqrt,8,7,"{'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 7}",0.7792207792207793,0.7662337662337663,0.7236842105263158,0.8157894736842105,0.7105263157894737,0.7590909090909091,0.038165726332214024,140
146,0.0007038116455078125,0.00043643529987626167,0.000760030746459961,0.0005951513321198283,sqrt,8,8,"{'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 8}",0.7402597402597403,0.7662337662337663,0.8157894736842105,0.7763157894736842,0.5131578947368421,0.7223513328776486,0.1073788827530635,370
147,0.0004693508148193359,2.3709214302698535e-05,0.00026721954345703124,1.1151670639277387e-05,sqrt,8,9,"{'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 9}",0.6883116883116883,0.8051948051948052,0.8157894736842105,0.618421052631579,0.7763157894736842,0.7408065618591934,0.07584604512966119,270
148,0.0008325576782226562,0.00046654330929924326,0.0006188392639160156,0.00029740011306125086,sqrt,8,10,"{'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 10}",0.7662337662337663,0.7792207792207793,0.8026315789473685,0.8157894736842105,0.6842105263157895,0.7696172248803828,0.04608644994387934,75
149,0.0021784305572509766,0.0026615601809099085,0.0006007671356201172,0.00037624423140984124,sqrt,8,11,"{'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 11}",0.8051948051948052,0.8311688311688312,0.7105263157894737,0.8026315789473685,0.7763157894736842,0.7851674641148325,0.04116277113056226,30
150,0.0007205963134765625,0.00045649274090604996,0.0003330707550048828,8.346530157598485e-05,sqrt,8,12,"{'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 12}",0.5974025974025974,0.6883116883116883,0.6973684210526315,0.6578947368421053,0.7763157894736842,0.6834586466165413,0.05813542793756287,464
151,0.0006228446960449219,0.0002978575284010597,0.00029964447021484374,7.702822789734749e-05,sqrt,8,13,"{'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 13}",0.8051948051948052,0.7922077922077922,0.8157894736842105,0.6842105263157895,0.6052631578947368,0.7405331510594668,0.08244406741194789,279
152,0.00043082237243652344,1.6858739404357613e-05,0.0002560615539550781,4.76837158203125e-06,sqrt,8,14,"{'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 14}",0.7142857142857143,0.6363636363636364,0.7894736842105263,0.8289473684210527,0.7894736842105263,0.7517088174982911,0.06859032516219661,170
153,0.0005491733551025391,0.00014753226086805458,0.00034132003784179685,0.00014196657065372394,sqrt,8,15,"{'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 15}",0.7922077922077922,0.6883116883116883,0.8157894736842105,0.7894736842105263,0.6578947368421053,0.7487354750512646,0.06316447814945264,202
154,0.0004473686218261719,2.9607939994608938e-05,0.00024776458740234376,3.895499852275868e-06,sqrt,8,16,"{'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 16}",0.8311688311688312,0.8181818181818182,0.8289473684210527,0.8157894736842105,0.8157894736842105,0.8219753930280247,0.0066940294606454035,1
155,0.00045108795166015625,4.6985521461200926e-05,0.0002658367156982422,2.2859356528643494e-05,sqrt,8,17,"{'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 17}",0.7272727272727273,0.8441558441558441,0.8026315789473685,0.7763157894736842,0.5789473684210527,0.7458646616541353,0.0916711006221099,237
156,0.0007207393646240234,0.0005694813497715364,0.0003845691680908203,0.0002857491777737994,sqrt,8,18,"{'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 18}",0.7792207792207793,0.7792207792207793,0.7368421052631579,0.7368421052631579,0.5526315789473685,0.7169514695830486,0.08431753682308171,400
157,0.0012611865997314454,0.000582689220474652,0.0007474422454833984,0.0003699926049444685,sqrt,8,19,"{'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 19}",0.6103896103896104,0.7272727272727273,0.7894736842105263,0.8026315789473685,0.7236842105263158,0.7306903622693096,0.068064755769195,327
158,0.00043354034423828127,3.529580726055143e-05,0.0002564907073974609,9.005029017725278e-06,sqrt,8,20,"{'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 20}",0.6623376623376623,0.8311688311688312,0.6710526315789473,0.7763157894736842,0.6447368421052632,0.7171223513328776,0.07331289907588058,398
159,0.0011178016662597655,0.001069086142323656,0.0004931449890136719,0.00031703613534446494,sqrt,8,30,"{'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 30}",0.7792207792207793,0.6753246753246753,0.7763157894736842,0.7763157894736842,0.8026315789473685,0.7619617224880383,0.04442964929632033,120
160,0.001013803482055664,0.0004480555744534654,0.0007854461669921875,0.00044239662034027016,sqrt,9,2,"{'max_features': 'sqrt', 'min_samples_leaf': 9, 'min_samples_split': 2}",0.7402597402597403,0.7142857142857143,0.7894736842105263,0.8026315789473685,0.7894736842105263,0.767224880382775,0.03398036767217973,84
161,0.0009670734405517578,0.0010406937102080242,0.0002646923065185547,3.026297279291663e-05,sqrt,9,3,"{'max_features': 'sqrt', 'min_samples_leaf': 9, 'min_samples_split': 3}",0.6883116883116883,0.7272727272727273,0.6973684210526315,0.7368421052631579,0.8026315789473685,0.7304853041695147,0.0403265578910085,329
162,0.0006293773651123047,0.0003349703960957404,0.0004084587097167969,0.0002761362459844012,sqrt,9,4,"{'max_features': 'sqrt', 'min_samples_leaf': 9, 'min_samples_split': 4}",0.8181818181818182,0.6753246753246753,0.8289473684210527,0.618421052631579,0.8157894736842105,0.7513328776486672,0.08728143313517331,182
163,0.0007075786590576172,0.00042211575210975184,0.0003093242645263672,7.209591762220592e-05,sqrt,9,5,"{'max_features': 'sqrt', 'min_samples_leaf': 9, 'min_samples_split': 5}",0.7922077922077922,0.8311688311688312,0.5789473684210527,0.6973684210526315,0.7631578947368421,0.73257006151743,0.08837768854786994,325
164,0.0004197597503662109,2.170662048025883e-05,0.00025196075439453124,1.8586498326686507e-05,sqrt,9,6,"{'max_features': 'sqrt', 'min_samples_leaf': 9, 'min_samples_split': 6}",0.7142857142857143,0.7792207792207793,0.7763157894736842,0.7894736842105263,0.7763157894736842,0.7671223513328776,0.026857784208372665,89
165,0.0013779163360595702,0.0010711697410449054,0.0013802528381347656,0.0011500462280009634,sqrt,9,7,"{'max_features': 'sqrt', 'min_samples_leaf': 9, 'min_samples_split': 7}",0.7532467532467533,0.8311688311688312,0.7631578947368421,0.7894736842105263,0.7368421052631579,0.7747778537252222,0.03296556541842106,49
166,0.000534820556640625,0.0001754263361639216,0.00027298927307128906,2.2503986031694714e-05,sqrt,9,8,"{'max_features': 'sqrt', 'min_samples_leaf': 9, 'min_samples_split': 8}",0.8311688311688312,0.6493506493506493,0.8289473684210527,0.7631578947368421,0.7631578947368421,0.7671565276828435,0.06606948780974521,85
167,0.00042090415954589846,3.577378421812842e-05,0.00024328231811523437,6.040230124889367e-06,sqrt,9,9,"{'max_features': 'sqrt', 'min_samples_leaf': 9, 'min_samples_split': 9}",0.7402597402597403,0.7922077922077922,0.7894736842105263,0.8026315789473685,0.8289473684210527,0.790704032809296,0.028820897891694924,18
168,0.0003920555114746094,1.5394973995918517e-05,0.0002415180206298828,6.280870376739259e-06,sqrt,9,10,"{'max_features': 'sqrt', 'min_samples_leaf': 9, 'min_samples_split': 10}",0.8181818181818182,0.6883116883116883,0.6973684210526315,0.7894736842105263,0.7236842105263158,0.743403964456596,0.05149261175810035,252
169,0.0012452125549316407,0.0002840349848095265,0.0011820316314697266,0.000579852206640264,sqrt,9,11,"{'max_features': 'sqrt', 'min_samples_leaf': 9, 'min_samples_split': 11}",0.7012987012987013,0.7012987012987013,0.8421052631578947,0.75,0.7763157894736842,0.7542036910457963,0.05259501530630444,157
170,0.0009842872619628905,0.0004166804776120129,0.0009434700012207031,0.0006078576456413138,sqrt,9,12,"{'max_features': 'sqrt', 'min_samples_leaf': 9, 'min_samples_split': 12}",0.8181818181818182,0.7922077922077922,0.6973684210526315,0.7763157894736842,0.8157894736842105,0.7799726589200273,0.044111937988972984,37
